# x_m,y_m,w_tr_right_m,w_tr_left_m
98.6285,249.102
124.082,244.266
161.201,237.491
195.157,234.063
231.318,231.277
237.689,228.004
239.182,215.91
229.601,203.261
202.169,189.546
170.108,192.527
145.219,194.306
141.399,191.684
136.971,180.203
138.608,174.901
155.051,144.378
159.947,140.983
174.221,142.611
190.542,159.661
210.756,166.754
294.332,166.568
315.391,166.557
328.303,157.803
338.147,120.642
332.705,109.009
311.728,98.9916
230.851,78.4526
177.102,65.1186
168.037,64.6106
162.749,74.2886
148.549,93.7996
136.954,110.096
98.3806,186.995
56.8896,234.639
53.2737,240.509
60.8421,248.167
