# x_m,y_m,w_tr_right_m,w_tr_left_m
146.453,283.663
173.198,277.875
191.607,281.311
199.839,280.039
210.847,272.377
224.006,266.74
237.572,268.986
245.97,271.822
252.394,269.931
256.395,265.328
261.726,248.513
272.77,234.661
343.239,171.285
376.792,136.982
380.556,128.007
377.797,119.808
370.294,114.536
348.253,109.594
303.642,86.9459
299.177,77.0149
303.048,69.2139
300.177,61.9965
291.571,57.769
280.918,59.9003
269.36,71.5601
213.49,134.334
212.305,142.387
216.178,149.617
229.033,178.359
215.969,211.317
207.76,223.197
215.825,225.886
235.004,231.018
227.594,247.934
202.71,261.708
183.262,255.8
83.6799,180.204
77.9315,169.072
87.0522,159.607
99.6742,154.999
102.549,151.294
102.109,146.484
98.6826,144.151
90.8231,147.324
67.8837,168.305
58.4381,187.621
64.7065,240.179
70.8966,274.821
75.7604,282.306
86.8964,286.939
116.666,287.931
