# x_m,y_m,w_tr_right_m,w_tr_left_m
148.124,292.964
173.336,287.507
191.457,290.891
203.44,289.039
215.45,280.679
225.186,276.507
235.275,278.178
245.775,281.724
257.709,278.21
264.805,270.048
270.2,253.033
279.666,241.16
349.778,178.104
384.805,142.297
390.642,128.372
385.761,113.862
374.189,105.732
351.473,100.638
310.889,80.0336
309.621,77.2142
313.38,69.6372
307.607,55.124
292.859,47.8808
276.239,51.2054
262.474,65.0924
204.558,130.164
202.507,144.098
207.695,153.78
218.787,178.581
207.587,206.835
192.841,228.179
213.108,234.935
221.943,237.298
220.226,241.218
201.631,251.511
187.625,247.256
91.0908,173.973
89.4268,170.752
92.3393,167.73
105.467,162.938
112.293,154.141
111.107,141.187
99.8272,133.504
85.7075,139.205
60.1876,162.547
48.7307,185.974
55.3855,241.701
61.9362,278.364
69.4349,289.903
84.8604,296.321
117.183,297.397
